"trial","subject_id","net","vignette","vignette_sex","response_1","response_2","response_3","discrete_response_1","discrete_response_2","discrete_response_3","truth","discrete_answer","neighbor_list","neighbor_avg_1","all_neighbor_list","neighbor_estimates_1","neighbor_avg_2","neighbor_estimates_2"
13410,47152,"Social",1.1,"F",44,24,24,"C","C","C",14,"C","37579,37575,37574,37570",18.25,"37579,37575,37574,37570","35,10,14,14",18.5,"35,10,14,15"
13410,47153,"Social",1.1,"F",25,25,25,"B","C","C",14,"C","37157,37555,37521",7.66666666666667,"37157,37555,37552,37521","13,10,0",22.6666666666667,"13,30,25"
13410,47156,"Social",1.1,"F",65,30,30,"A","A","A",14,"C","37579,37161,37157,37139",19.25,"37579,37161,37157,37139","50,13,0,14",19.5,"50,13,0,15"
13410,47157,"Social",1.1,"F",13,13,13,"A","A","A",14,"C","37574,37156,37153,37474",31.25,"37574,37156,37153,37474","25,65,0,35",25.5,"25,30,12,35"
13410,47161,"Social",1.1,"F",0,0,0,"B","B","B",14,"C","37083,37156,37526,37513",39.75,"37083,37156,37526,37513","14,65,20,60",23,"14,30,25,NA"
13410,47526,"Social",1.1,"F",20,25,20,"C","C","C",14,"C","37161,37567,37510,37501",30,"37161,37567,37510,37501","0,55,60,5",8,"0,NA,12,12"
13410,47385,"Social",1.1,"F",20,20,20,"C","C","C",14,"C","37151,37542,37494,37485",18.75,"37151,37542,37494,37485","1,30,14,30",25.25,"2,50,15,34"
13410,47474,"Social",1.1,"F",0,12,12,"C","C","C",14,"C","37157,37544,37554,37514",13.75,"37157,37544,37554,37514","13,1,1,40",12.25,"13,1,15,20"
13410,47485,"Social",1.1,"F",30,50,25,"A","A","C",14,"C","37542,37513,37501,37385",41.25,"37542,37513,37501,37385","20,55,60,30",27,"20,NA,NA,34"
13410,47486,"Social",1.1,"F",80,25,45,"A","A","A",14,"C","37575,37514,37501",23.3333333333333,"37575,37514,37501,37299","55,1,14",7.5,"NA,1,14"
13410,47494,"Social",1.1,"F",14,15,15,"C","A","C",14,"C","37579,37385",17,"37579,37414,37385,37129","20,14",17.5,"20,15"
13410,47501,"Social",1.1,"F",55,NA,15,"A",NA,"C",14,"C","37526,37486,37485",43.3333333333333,"37526,37486,37485,37367","20,30,80",33.3333333333333,"25,50,25"
13410,47507,"Social",1.1,"F",5,NA,12,"B",NA,"B",14,"C","37544,37151,37146",2.66666666666667,"37544,37151,37146,37299","6,1,1",6.33333333333333,"2,2,15"
13410,47510,"Social",1.1,"F",60,12,15,"C","C","C",14,"C","37560,37555,37526",11.3333333333333,"37560,37555,37552,37526","20,0,14",21.3333333333333,"25,25,14"
13410,47513,"Social",1.1,"F",60,NA,NA,"C",NA,NA,14,"C","37161,37147,37485",15,"37161,37147,37485,37414","15,0,30",25,"25,0,50"
13410,47514,"Social",1.1,"F",1,1,1,"B","B","B",14,"C","37560,37555,37486,37474",23.5,"37560,37555,37486,37474","0,80,0,14",19,"12,25,25,14"
13410,47515,"Social",1.1,"F",50,30,0,"A","A","B",14,"C","37560,37542,37145",34.6666666666667,"37560,37542,37145,37299","60,30,14",29.3333333333333,"40,34,14"
13410,47521,"Social",1.1,"F",10,30,40,"C","A","A",14,"C","37153,37146,37139",27,"37153,37146,37139,37129","50,6,25",25.6666666666667,"50,2,25"
13410,47555,"Social",1.1,"F",0,25,10,"B","B","B",14,"C","37570,37153,37514,37510",24,"37570,37153,37514,37510","25,60,1,10",12,"25,12,1,10"
13410,47542,"Social",1.1,"F",30,34,33.2,"B","C","A",14,"C","37515,37485,37385",33.3333333333333,"37515,37485,37385,37129","20,30,50",33.3333333333333,"20,50,30"
13410,47544,"Social",1.1,"F",1,15,15,"C","C","A",14,"C","37507,37474",2.5,"37552,37507,37474,37426","0,5",12,"12,NA"
13410,47554,"Social",1.1,"F",40,20,20,"A","C","C",14,"C","37083,37567,37147,37474",8.5,"37083,37567,37147,37474","14,15,0,5",15.75,"14,25,12,12"
13410,47574,"Social",1.1,"F",35,35,20,"C","B","B",14,"C","37157,37152",28.5,"37157,37152,37426,37414","44,13",18.5,"24,13"
13410,47560,"Social",1.1,"F",14,14,14,"C","C","C",14,"C","37575,37515,37514,37510",31.25,"37575,37515,37514,37510","60,1,50,14",14.25,"12,1,30,14"
13410,47567,"Social",1.1,"F",5,12,8,"C","C","C",14,"C","37554,37526,37146",22,"37554,37526,37146,37129","6,20,40",15.6666666666667,"2,25,20"
13410,47570,"Social",1.1,"F",10,10,10,"C","C","C",14,"C","37083,37152,37555",19.3333333333333,"37083,37152,37555,37426","14,44,0",21,"14,24,25"
13410,47575,"Social",1.1,"F",14,14,14,"C","C","C",14,"C","37560,37152,37486",46,"37560,37152,37486,37367","44,80,14",21,"24,25,14"
13410,47579,"Social",1.1,"F",14,15,14,"C","C","C",14,"C","37156,37152,37147,37494",34.5,"37156,37152,37147,37494","15,44,65,14",23.5,"25,24,30,15"
13432,48093,"Social",1.3,"M",10,16,16,"C","C","C",57,"B","38138,38103,38092,38078",18,"38138,38103,38092,38078","12,15,5,40",16.5,"21,20,15,10"
13432,48049,"Social",1.3,"M",5,15,25,"C","C","C",57,"B","38078,38069,38059",26.6666666666667,"38135,38078,38069,38059","55,20,5",42.3333333333333,"55,57,15"
13432,48059,"Social",1.3,"M",20,57,57,"C","B","B",57,"B","38127,38111,38049",13.3333333333333,"38135,38127,38111,38049","5,20,15",22.5,"15,NA,30"
13432,48061,"Social",1.3,"M",60,60,60,"B","B","B",57,"B","38122,38111,38103,38079",12.5,"38122,38111,38103,38079","15,15,15,5",22.5,"20,30,30,10"
13432,48063,"Social",1.3,"M",32,32,30,"C","A","A",57,"B","38107,38078,38070,38045",30,"38107,38078,38070,38045","55,20,40,5",27.625,"57.5,23,15,15"
13432,48065,"Social",1.3,"M",14,14,58,"C","C","B",57,"B","38136,38079,38070,38037",24.75,"38136,38079,38070,38037","15,55,14,15",35.625,"15,57.5,40,30"
13432,48067,"Social",1.3,"M",6,27,27,"C","C","C",57,"B","38121,38086,38085,38043",46.25,"38121,38086,38085,38043","100,10,15,60",26.25,"30,20,5,50"
13432,48069,"Social",1.3,"M",55,55,55,"C","C","C",57,"B","38138,38049,38045,38040",10.75,"38138,38049,38045,38040","12,6,20,5",19.75,"21,20,23,15"
13432,48070,"Social",1.3,"M",55,57.5,57.5,"B","B","B",57,"B","38096,38065,38063,38043",40.25,"38096,38065,38063,38043","100,14,32,15",22.75,"30,14,32,15"
13432,48074,"Social",1.3,"M",20,20,20,"A","A","A",57,"B","38111,38110,38092,38037",21.25,"38111,38110,38092,38037","15,15,15,40",21.25,"15,30,30,10"
13432,48075,"Social",1.3,"M",26,26,26,"B","B","B",57,"B","38117,38105,38101,38096",22.5,"38117,38105,38101,38096","5,20,50,15",28.3333333333333,"NA,15,55,15"
13432,48078,"Social",1.3,"M",5,15,15,"A","A","C",57,"B","38132,38093,38063,38049",15.6666666666667,"38132,38093,38063,38049","NA,5,32,10",19.25,"14,15,32,16"
13432,48079,"Social",1.3,"M",15,30,14,"C","C","C",57,"B","38117,38105,38065,38061",36,"38117,38105,38065,38061","14,20,50,60",36,"14,15,55,60"
13432,48082,"Social",1.3,"M",10,14,12,"C","C","C",57,"B","38117,38107,38086,38037",41.25,"38117,38107,38086,38037","15,40,50,60",33.75,"15,15,55,50"
13432,48085,"Social",1.3,"M",10,20,20,"C","C","C",57,"B","38119,38092,38067,38040",18,"38119,38092,38067,38040","6,6,20,40",18,"27,20,15,10"
13432,48086,"Social",1.3,"M",60,50,50,"C","C","C",57,"B","38131,38101,38082,38067",10.25,"38131,38101,38082,38067","6,20,5,10",20.3333333333333,"27,20,NA,14"
13432,48092,"Social",1.3,"M",40,10,20,"B","B","B",57,"B","38123,38093,38085,38074",13.75,"38123,38093,38085,38074","20,15,10,10",17.5,"20,14,20,16"
13432,48123,"Social",1.3,"M",15,14,14,"C","C","C",57,"B","38103,38096,38092,38040",19,"38103,38096,38092,38040","6,15,15,40",16.25,"20,20,15,10"
13432,48096,"Social",1.3,"M",15,15,18,"C","C","C",57,"B","38132,38123,38075,38070",32,"38132,38123,38075,38070","NA,55,26,15",27.875,"14,57.5,26,14"
13432,48101,"Social",1.3,"M",5,NA,NA,"C",NA,NA,57,"B","38119,38111,38086,38075",30.25,"38119,38111,38086,38075","26,15,20,60",30.25,"26,30,15,50"
13432,48103,"Social",1.3,"M",15,20,20,"C","C","C",57,"B","38131,38123,38093,38061",26.25,"38131,38123,38093,38061","20,15,60,10",27.5,"20,14,60,16"
13432,48105,"Social",1.3,"M",20,15,15,"C","C","C",57,"B","38127,38119,38079,38075",20.25,"38127,38119,38079,38075","26,20,20,15",23.6666666666667,"26,NA,15,30"
13432,48107,"Social",1.3,"M",40,15,55,"C","C","B",57,"B","38082,38063,38045,38040",17,"38082,38063,38045,38040","6,20,32,10",22.25,"20,23,32,14"
13432,48110,"Social",1.3,"M",15,30,15,"C","C","C",57,"B","38074,38045,38043,38037",38.75,"38074,38045,38043,38037","15,20,20,100",22,"15,23,20,30"
13432,48111,"Social",1.3,"M",15,30,40,"B","C","C",57,"B","38101,38074,38061,38059",26.25,"38101,38074,38061,38059","20,5,20,60",45.6666666666667,"20,NA,57,60"
13432,48114,"Social",1.3,"M",20,15,12,"A","B","B",57,"B","38138,38136,38127",15.3333333333333,"38138,38136,38135,38127","12,14,20",30.5,"21,40,NA"
13432,48117,"Social",1.3,"M",50,55,55,"B","B","B",57,"B","38136,38082,38079,38075",16.25,"38136,38082,38079,38075","26,14,15,10",27.5,"26,40,30,14"
13432,48119,"Social",1.3,"M",20,15,16,"C","C","C",57,"B","38122,38105,38101,38085",10,"38122,38105,38101,38085","5,20,10,5",15,"NA,15,20,10"
13432,48121,"Social",1.3,"M",15,5,22,"C","C","C",57,"B","38138,38132,38122,38067",7.66666666666667,"38138,38132,38122,38067","6,12,NA,5",18,"27,21,14,10"
13432,48122,"Social",1.3,"M",5,10,15,"A","A","A",57,"B","38121,38119,38061",31.6666666666667,"38135,38121,38119,38061","60,20,15",26.6666666666667,"60,15,5"
13432,48136,"Social",1.3,"M",14,40,NA,"C","B",NA,57,"B","38117,38114,38065,38043",46,"38117,38114,38065,38043","100,14,20,50",28.5,"30,14,15,55"
13432,48127,"Social",1.3,"M",20,NA,20,"A",NA,"A",57,"B","38131,38114,38105,38059",20,"38131,38114,38105,38059","20,20,20,20",26.75,"20,15,15,57"
13432,48131,"Social",1.3,"M",20,20,15,"C","C","B",57,"B","38132,38127,38103,38086",31.6666666666667,"38132,38127,38103,38086","NA,20,15,60",28,"14,NA,20,50"
13432,48132,"Social",1.3,"M",NA,14,14,NA,"C","C",57,"B","38131,38121,38096,38078",13.75,"38131,38121,38096,38078","20,15,15,5",13.75,"20,15,5,15"
13432,48040,"Social",1.3,"M",6,20,20,"C","C","C",57,"B","38123,38107,38085,38069",30,"38123,38107,38085,38069","55,15,40,10",26,"55,14,15,20"
13432,48138,"Social",1.3,"M",12,21,18,"C","C","C",57,"B","38121,38114,38093,38069",25,"38121,38114,38093,38069","55,20,15,10",22.75,"55,15,5,16"
13432,48045,"Social",1.3,"M",20,23,31,"C","C","C",57,"B","38110,38107,38069,38063",35.5,"38110,38107,38069,38063","55,40,15,32",33,"55,15,30,32"
13432,48037,"Social",1.3,"M",15,15,20,"C","C","B",57,"B","38110,38082,38074,38065",14.75,"38110,38082,38074,38065","20,14,15,10",19.5,"20,14,30,14"
13432,48043,"Social",1.3,"M",100,30,25,"C","A","C",57,"B","38136,38110,38070,38067",22.5,"38136,38110,38070,38067","6,55,14,15",38.625,"27,57.5,40,30"
13433,47673,"Social",1.3,"M",40,50,50,"B","B","B",57,"B","37920,37709,37681,37603",14.6666666666667,"37920,37709,37681,37603","NA,14,10,20",15.25,"12,14,15,20"
13433,48026,"Social",1.3,"M",25,15,16,"C","C","C",57,"B","37976,37692,37655",35,"37976,37858,37692,37655","25,50,30",37,"NA,50,24"
13433,47660,"Social",1.3,"M",25,16,20,"C","C","C",57,"B","37716,37711,37685,37603",26.5,"37716,37711,37685,37603","50,10,30,16",27.5,"20,15,25,50"
13433,47668,"Social",1.3,"M",10,20,18,"A","C","C",57,"B","38004,37692,37614",31,"38004,37692,37645,37614","NA,12,50",26.3333333333333,"14,15,50"
13433,47603,"Social",1.3,"M",10,15,20,"C","C","C",57,"B","37711,37673,37660,37652",25.25,"37711,37673,37660,37652","6,25,30,40",26.25,"14,16,25,50"
13433,47604,"Social",1.3,"M",20,20,16,"A","A","A",57,"B","37988,37709,37677,37655",17.75,"37988,37709,37677,37655","25,14,2,30",15.5,"20,14,4,24"
13433,47605,"Social",1.3,"M",NA,14,NA,NA,"B",NA,57,"B","38024,37711,37658,37653",17,"38024,37711,37658,37653","3,30,30,5",11.75,"3,25,14,5"
13433,47611,"Social",1.3,"M",25,25,20,"C","C","C",57,"B","37711,37709,37655",24.6666666666667,"37711,37709,37655,37645","14,30,30",21,"14,25,24"
13433,47614,"Social",1.3,"M",NA,14,14,NA,"C","C",57,"B","37668,37655,37615",26.6666666666667,"38016,37668,37655,37615","40,30,10",19.6666666666667,"15,24,20"
13433,47615,"Social",1.3,"M",40,15,60,"C","C","C",57,"B","37991,37716,37614",14,"38016,37991,37716,37614","NA,12,16",26.8666666666667,"14,16.6,50"
13433,47642,"Social",1.3,"M",40,20,25,"B","B","B",57,"B","37716,37707,37671",13,"37984,37716,37707,37671","10,16,NA",26.2,"12,50,16.6"
13433,47652,"Social",1.3,"M",6,14,14,"C","C","C",57,"B","38024,37671,37658,37603",6,"38024,37671,37658,37603","3,10,5,NA",9.9,"3,15,5,16.6"
13433,47653,"Social",1.3,"M",30,14,15,"C","C","C",57,"B","37976,37681,37677,37605",13.5,"37976,37681,37677,37605","NA,NA,25,2",10,"14,12,NA,4"
13433,47655,"Social",1.3,"M",30,24,25,"C","B","B",57,"B","38026,37614,37611,37604",23.3333333333333,"38026,37614,37611,37604","NA,25,25,20",18.5,"14,25,15,20"
13433,47658,"Social",1.3,"M",5,5,5,"A","A","A",57,"B","37703,37652,37605",10.5,"37703,37652,37645,37605","6,NA,15",14.3333333333333,"14,14,15"
13433,47711,"Social",1.3,"M",30,25,NA,"C","C",NA,57,"B","37660,37611,37605,37603",20,"37660,37611,37605,37603","25,NA,25,10",17.5,"25,14,16,15"
13433,47716,"Social",1.3,"M",16,50,50,"B","B","B",57,"B","37706,37660,37642,37615",30,"37706,37660,37642,37615","40,40,15,25",16.5,"15,20,15,16"
13433,47671,"Social",1.3,"M",NA,16.6,16.6,NA,"B","B",57,"B","37920,37708,37652,37642",25.25,"37920,37708,37652,37642","6,40,35,20",18,"14,20,NA,20"
13433,47976,"Social",1.3,"M",25,NA,NA,"C",NA,NA,57,"B","38026,38004,37653",22.3333333333333,"38026,38004,37984,37653","25,12,30",14.6666666666667,"15,15,14"
13433,47677,"Social",1.3,"M",2,4,5,"C","C","C",57,"B","37685,37653,37604",33.3333333333333,"37928,37685,37653,37604","50,20,30",18,"20,20,14"
13433,47681,"Social",1.3,"M",NA,12,12,NA,"C","C",57,"B","37993,37706,37673,37653",22.5,"37993,37706,37673,37653","5,15,30,40",22.125,"9.5,15,14,50"
13433,47685,"Social",1.3,"M",50,20,20,"C","C","C",57,"B","37988,37692,37677,37660",25.5,"37988,37692,37677,37660","25,50,25,2",22.5,"20,50,16,4"
13433,47692,"Social",1.3,"M",50,50,55,"C","B","C",57,"B","38026,37707,37685,37668",23.75,"38026,37707,37685,37668","25,50,10,10",16.75,"15,20,12,20"
13433,47703,"Social",1.3,"M",15,15,15,"B","B","B",57,"B","38004,37988,37658",14,"38004,37988,37662,37658","12,25,5",13.3333333333333,"15,20,5"
13433,47706,"Social",1.3,"M",15,15,15,"C","C","C",57,"B","37716,37681",16,"37928,37716,37681,37662","NA,16",31,"12,50"
13433,47707,"Social",1.3,"M",10,12,12,"A","C","C",57,"B","37993,37988,37692,37642",30,"37993,37988,37692,37642","5,25,50,40",24.875,"9.5,20,50,20"
13433,47708,"Social",1.3,"M",35,NA,NA,"C",NA,NA,57,"B","37991,37671",12,"37991,37928,37671,37662","12,NA",16.6,"16.6,16.6"
13433,47709,"Social",1.3,"M",14,14,14,"C","C","C",57,"B","37673,37611,37604",28.3333333333333,"37673,37645,37611,37604","25,20,40",31.6666666666667,"25,20,50"
13433,47988,"Social",1.3,"M",25,20,20,"A","C","A",57,"B","37707,37703,37685,37604",23.75,"37707,37703,37685,37604","50,10,20,15",16.75,"20,12,20,15"
13433,47991,"Social",1.3,"M",12,16.6,14,"C","C","C",57,"B","37993,37708,37615",26.6666666666667,"37993,37858,37708,37615","5,40,35",12.25,"9.5,15,NA"
13433,47920,"Social",1.3,"M",20,20,57,"C","C","B",57,"B","38024,37673,37671",21.5,"38024,37673,37671,37662","3,40,NA",23.2,"3,50,16.6"
13433,48004,"Social",1.3,"M",12,15,16,"C","C","C",57,"B","37993,37976,37703,37668",13.75,"37993,37976,37703,37668","5,25,15,10",14.8333333333333,"9.5,NA,15,20"
13433,48024,"Social",1.3,"M",3,3,3,"C","C","B",57,"B","37920,37652,37605",13,"37920,37858,37652,37605","6,NA,20",16,"14,14,20"
13433,47993,"Social",1.3,"M",5,9.5,12.7,"C","C","C",57,"B","38004,37991,37707,37681",11.3333333333333,"38004,37991,37707,37681","12,12,NA,10",13.9,"16.6,15,12,12"
13514,47581,"Social",1.3,"M",40,25,30,"C","C","C",57,"B","38203,38202,38154,38142",17,"38203,38202,38154,38142","14,14,20,20",26.75,"14,16,55,22"
13514,48196,"Social",1.3,"M",4,10,10,"C","C","C",57,"B","38213,38210,38187,38149",16.25,"38213,38210,38187,38149","20,21,16,8",11.75,"14,7,16,10"
13514,47580,"Social",1.3,"M",14,14,14,"C","C","C",57,"B","38209,38202,38145,38144",12.75,"38209,38202,38145,38144","20,7,10,14",25,"55,16,15,14"
13514,48140,"Social",1.3,"M",NA,16,16,NA,"C","C",57,"B","38200,38180,38164,38154",17,"38200,38180,38164,38154","14,20,20,14",18.5,"14,16,28,16"
13514,48141,"Social",1.3,"M",8,8,8,"A","A","A",57,"B","38210,38199,38182,38158",21.75,"38210,38199,38182,38158","16,40,16,15",25.25,"15,20,16,50"
13514,48142,"Social",1.3,"M",14,16,16,"C","C","C",57,"B","37581,38200,38163,38157",23.75,"37581,38200,38163,38157","27,14,40,14",17.5,"15,14,25,16"
13514,48143,"Social",1.3,"M",15,14,14,"C","C","C",57,"B","38200,38199,38158,38150",20.5,"38200,38199,38158,38150","16,12,40,14",17,"15,NA,20,16"
13514,48144,"Social",1.3,"M",10,15,15,"C","C","C",57,"B","37580,38171,38158,38145",17.25,"37580,38171,38158,38145","16,14,25,14",17,"15,14,25,14"
13514,48145,"Social",1.3,"M",14,14,14,"C","C","C",57,"B","37580,38212,38144",12.6666666666667,"37580,38212,38201,38144","14,14,10",14.3333333333333,"14,14,15"
13514,48149,"Social",1.3,"M",21,7,11,"C","C","C",57,"B","38209,38196,38175",9.16666666666667,"38209,38201,38196,38175","4,7,16.5",14,"10,16,16"
13514,48150,"Social",1.3,"M",12,NA,NA,"A",NA,NA,57,"B","38199,38171,38163,38143",23.5,"38199,38171,38163,38143","14,40,15,25",18.25,"14,20,14,25"
13514,48154,"Social",1.3,"M",14,14,57,"C","C","C",57,"B","37581,38175,38163,38140",23.5,"37581,38175,38163,38140","14,NA,40,16.5",17.75,"14,16,25,16"
13514,48157,"Social",1.3,"M",27,15,40,"C","C","C",57,"B","38207,38183,38182,38142",18.5,"38207,38183,38182,38142","14,25,20,15",26.5,"16,25,15,50"
13514,48158,"Social",1.3,"M",16,15,50,"B","B","B",57,"B","38336,38144,38143,38141",23.25,"38336,38144,38143,38141","60,8,15,10",14.25,"20,8,14,15"
13514,48163,"Social",1.3,"M",14,14,14,"C","C","C",57,"B","38190,38154,38150,38142",20,"38190,38154,38150,38142","12,14,14,40",16.6666666666667,"NA,14,16,20"
13514,48164,"Social",1.3,"M",20,16,60,"A","C","B",57,"B","38200,38140",14,"38201,38200,38186,38140","NA,14",16,"16,16"
13514,48169,"Social",1.3,"M",20,25,NA,"C","C",NA,57,"B","38203,38198,38193,38190",33.75,"38203,38198,38193,38190","25,40,50,20",29,"58,20,16,22"
13514,48171,"Social",1.3,"M",25,25,25,"C","C","C",57,"B","38214,38187,38150,38144",11,"38214,38187,38150,38144","14,12,8,10",13.3333333333333,"15,NA,10,15"
13514,48175,"Social",1.3,"M",16.5,16,16,"B","B","B",57,"B","38203,38198,38154,38149",20,"38203,38198,38154,38149","14,25,21,20",25.25,"14,58,7,22"
13514,48180,"Social",1.3,"M",20,28,20,"B","B","B",57,"B","38203,38199,38183,38140",26.6666666666667,"38203,38199,38183,38140","NA,40,20,20",18.25,"16,20,22,15"
13514,48182,"Social",1.3,"M",15,50,50,"B","B","B",57,"B","38204,38157,38141",16.3333333333333,"38204,38186,38157,38141","27,8,14",12.3333333333333,"15,8,14"
13514,48183,"Social",1.3,"M",20,15,NA,"C","C",NA,57,"B","38213,38193,38180,38157",29.25,"38213,38193,38180,38157","27,20,20,50",18.25,"15,14,28,16"
13514,48187,"Social",1.3,"M",8,10,12,"C","C","C",57,"B","38336,38196,38171",29.6666666666667,"38336,38196,38186,38171","60,4,25",18.3333333333333,"20,10,25"
13514,48190,"Social",1.3,"M",40,20,20,"B","B","B",57,"B","38214,38210,38169,38163",16,"38214,38210,38169,38163","14,14,16,20",17.5,"14,15,16,25"
13514,48193,"Social",1.3,"M",50,16,16,"B","B","B",57,"B","38204,38183,38169",18,"38204,38201,38183,38169","14,20,20",18,"14,15,25"
13514,48336,"Social",1.3,"M",60,20,30,"C","C","C",57,"B","38207,38202,38187,38158",17.25,"38207,38202,38187,38158","16,20,25,8",26.25,"15,55,25,10"
13514,48198,"Social",1.3,"M",25,58,58,"B","B","B",57,"B","38212,38204,38175,38169",16.125,"38212,38204,38175,38169","14,14,16.5,20",17.25,"14,14,16,25"
13514,48199,"Social",1.3,"M",40,20,NA,"C","C",NA,57,"B","38180,38150,38143,38141",13.75,"38180,38150,38143,38141","12,8,15,20",16.6666666666667,"NA,8,14,28"
13514,48200,"Social",1.3,"M",14,16,14,"C","C","C",57,"B","38164,38143,38142,38140",16.3333333333333,"38164,38143,38142,38140","NA,20,14,15",15.5,"16,16,16,14"
13514,48202,"Social",1.3,"M",20,55,55,"B","B","B",57,"B","38336,37581,37580,38212",32,"38336,37581,37580,38212","60,14,40,14",18.25,"20,14,25,14"
13514,48203,"Social",1.3,"M",20,22,22,"B","B","B",57,"B","37581,38180,38175,38169",24.125,"37581,38180,38175,38169","20,40,16.5,20",23.5,"28,25,16,25"
13514,48204,"Social",1.3,"M",14,14,14,"C","C","C",57,"B","38209,38198,38193,38182",24.25,"38209,38198,38193,38182","25,50,7,15",35,"58,16,16,50"
13514,48207,"Social",1.3,"M",25,25,NA,"C","C",NA,57,"B","38336,38214,38209,38157",27,"38336,38214,38209,38157","60,27,14,7",16.5,"20,15,15,16"
13514,48209,"Social",1.3,"M",7,16,16,"A","C","B",57,"B","37580,38207,38204,38149",18.5,"37580,38207,38204,38149","14,21,14,25",15,"14,7,14,25"
13514,48210,"Social",1.3,"M",16,16,16,"B","B","B",57,"B","38196,38190,38141",17.3333333333333,"38196,38190,38186,38141","4,8,40",12.6666666666667,"10,8,20"
13514,48212,"Social",1.3,"M",14,14,14,"B","C","C",57,"B","38213,38202,38198,38145",19.75,"38213,38202,38198,38145","20,25,20,14",35.25,"14,58,55,14"
13514,48213,"Social",1.3,"M",20,14,14,"C","C","C",57,"B","38214,38212,38196,38183",13,"38214,38212,38196,38183","14,4,14,20",13.5,"15,10,14,15"
13514,48214,"Social",1.3,"M",14,15,11,"A","A","C",57,"B","38213,38207,38190,38171",27.5,"38213,38207,38190,38171","20,40,25,25",21,"14,20,25,25"
13564,47163,"Social",1.5,"F",NA,12,1,NA,"A","C",1,"C","38653,38641,38630,39250",17.25,"38653,38641,38630,39250","2,12,25,30",17.675,"1.7,3,30,36"
13564,48421,"Social",1.5,"F",2,5,5,"A","C","C",1,"C","38651,38630,38629",13.6666666666667,"38651,38630,38629,39248","25,14,2",10.2333333333333,"15,14,1.7"
13564,48423,"Social",1.5,"F",24,18,16,"A","B","A",1,"C","38660,38651,38639,38634",21.5,"38660,38651,38639,38634","25,8,13,40",14.425,"15,1,1.7,40"
13564,48425,"Social",1.5,"F",20,1.3,1.3,"C","C","C",1,"C","39314,39313,39311,39303",10.375,"39314,39313,39311,39303","11,0.5,25,5",8.5,"2,2,25,5"
13564,49293,"Social",1.5,"F",50,10,10,"A","C","C",1,"C","39314,39297,38645",7,"39314,39306,39297,38645","8,2,11",10.1666666666667,"27,1.5,2"
13564,49297,"Social",1.5,"F",8,27,8,"A","A","B",1,"C","39311,39293,38677,38639",27,"39311,39293,38677,38639","50,13,40,5",10.425,"10,1.7,25,5"
13564,48629,"Social",1.5,"F",14,14,14,"A","A","A",1,"C","39313,38421,38650,38645",1.375,"39313,38421,38650,38645","2,1,2,0.5",2.375,"1.5,1,5,2"
13564,48630,"Social",1.5,"F",2,1.7,1.7,"A","C","C",1,"C","38421,37163,38647,38641",9.33333333333333,"38421,37163,38647,38641","NA,12,14,2",8.5,"12,3,14,5"
13564,48633,"Social",1.5,"F",50,20,15,"B","B","B",1,"C","39311,39264,38647,38634",19.25,"39311,39264,38647,38634","50,8,14,5",11.25,"25,1,14,5"
13564,48634,"Social",1.5,"F",8,1,1.5,"C","C","C",1,"C","39311,39303,38423,38633",26,"39311,39303,38423,38633","50,24,25,5",17,"20,18,25,5"
13564,49250,"Social",1.5,"F",30,36,36,"A","B","B",1,"C","39299,37163,38654,38647",11.3333333333333,"39299,37163,38654,38647","NA,14,15,5",8.575,"12,14,1.3,7"
13564,49258,"Social",1.5,"F",10,1,1,"C","C","C",1,"C","39313,39265,38650",1.16666666666667,"39313,39265,38650,39248","2,1,0.5",1.33333333333333,"1,1,2"
13564,49264,"Social",1.5,"F",50,25,25,"B","B","A",1,"C","39272,38641,38633",29,"39306,39272,38641,38633","25,50,12",16,"25,20,3"
13564,49265,"Social",1.5,"F",2,1,1,"A","A","A",1,"C","38675,39258,38639",19.3333333333333,"38675,38668,39258,38639","10,13,35",10.9,"1,1.7,30"
13564,49272,"Social",1.5,"F",25,25,15,"A","A","A",1,"C","39314,38664,38658,39264",17.5,"39314,38664,38658,39264","50,4,5,11",8.5,"25,2,5,2"
13564,48651,"Social",1.5,"F",25,15,10,"A","C","C",1,"C","38423,38421,38658",10.3333333333333,"38423,38421,38658,39248","2,5,24",9.33333333333333,"5,5,18"
13564,48652,"Social",1.5,"F",40,40,34,"A","A","A",1,"C","38675,38660,38659",28.3333333333333,"38675,38668,38660,38659","10,40,35",26.6666666666667,"10,40,30"
13564,48653,"Social",1.5,"F",25,30,18,"A","A","C",1,"C","38675,37163,38655",27.5,"38675,37163,38655,39248","NA,20,35",22.3333333333333,"12,25,30"
13564,48654,"Social",1.5,"F",15,1.3,1.3,"C","C","C",1,"C","38677,38658,38645,39250",19.25,"38677,38658,38645,39250","2,5,40,30",16.875,"1.5,5,25,36"
13564,48655,"Social",1.5,"F",20,25,27,"A","A","A",1,"C","39304,38660,38653,38645",25,"39304,38660,38653,38645","2,25,40,33",26.125,"1.5,30,40,33"
13564,48658,"Social",1.5,"F",5,5,8,"C","C","C",1,"C","39299,39272,38654,38651",17.5,"39299,39272,38654,38651","25,25,15,5",12.075,"25,15,1.3,7"
13564,48659,"Social",1.5,"F",10,10,10,"C","C","C",1,"C","39299,38652,38650",15.3333333333333,"39306,39299,38652,38650","40,1,5",16,"40,1,7"
13564,48660,"Social",1.5,"F",40,40,35,"A","B","B",1,"C","38677,38423,38655,38652",31,"38677,38423,38655,38652","40,20,40,24",27,"40,25,25,18"
